row_type,slice_parameter,slice_value,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,observed_score,gp_mean,gp_ci_low,gp_ci_high,is_best_observed,note
gp_slice,t_lead,0.00,gp_slice_t_lead_001,0,198,47,0.07,0.79,,287.53,260.70,314.37,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,1.00,gp_slice_t_lead_002,1,198,47,0.07,0.79,,287.39,260.86,313.91,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,1.00,gp_slice_t_lead_003,1,198,47,0.07,0.79,,287.39,260.86,313.91,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,2.00,gp_slice_t_lead_004,2,198,47,0.07,0.79,,287.24,261.03,313.44,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,3.00,gp_slice_t_lead_005,3,198,47,0.07,0.79,,287.09,261.20,312.97,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,4.00,gp_slice_t_lead_006,4,198,47,0.07,0.79,,286.94,261.37,312.51,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,4.00,gp_slice_t_lead_007,4,198,47,0.07,0.79,,286.94,261.37,312.51,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,5.00,gp_slice_t_lead_008,5,198,47,0.07,0.79,,286.79,261.54,312.05,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,6.00,gp_slice_t_lead_009,6,198,47,0.07,0.79,,286.65,261.71,311.58,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,6.00,gp_slice_t_lead_010,6,198,47,0.07,0.79,,286.65,261.71,311.58,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,7.00,gp_slice_t_lead_011,7,198,47,0.07,0.79,,286.50,261.88,311.12,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,8.00,gp_slice_t_lead_012,8,198,47,0.07,0.79,,286.35,262.05,310.66,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,8.00,gp_slice_t_lead_013,8,198,47,0.07,0.79,,286.35,262.05,310.66,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,9.00,gp_slice_t_lead_014,9,198,47,0.07,0.79,,286.21,262.22,310.20,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,10.00,gp_slice_t_lead_015,10,198,47,0.07,0.79,,286.06,262.39,309.74,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,11.00,gp_slice_t_lead_016,11,198,47,0.07,0.79,,285.92,262.56,309.29,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,11.00,gp_slice_t_lead_017,11,198,47,0.07,0.79,,285.92,262.56,309.29,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,12.00,gp_slice_t_lead_018,12,198,47,0.07,0.79,,285.78,262.72,308.83,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,13.00,gp_slice_t_lead_019,13,198,47,0.07,0.79,,285.64,262.90,308.38,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,13.00,gp_slice_t_lead_020,13,198,47,0.07,0.79,,285.64,262.90,308.38,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,14.00,gp_slice_t_lead_021,14,198,47,0.07,0.79,,285.49,263.07,307.92,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,15.00,gp_slice_t_lead_022,15,198,47,0.07,0.79,,285.35,263.24,307.47,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,15.00,gp_slice_t_lead_023,15,198,47,0.07,0.79,,285.35,263.24,307.47,False,GP estimate only; objective was not re-evaluated on this slice.
gp_slice,t_lead,16.00,gp_slice_t_lead_024,16,198,47,0.07,0.79,,285.21,263.41,307.02,False,GP estimate only; objective was not re-evaluated on this slice.
